MH2,MH3,MH5,SAP,SSN,DESCRIPTION,Sales Quantity,Online Sales Quantity,% Online Sales,Gross Sales,Margin %,Total Stock ,DC Stock ,Total Wks Cover,DC Cover
RUGBY,RUGBY_REPLICA,RIRE_TK,1121591,21Q3,Canterbury IRFU 21 Home Sock Green,11,5,45.45%,68,-17.40%,101,19,9.18,1.73
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1117255,P2203,Brooks Levitate SFit 5 Wmn Fw Black/Grey,1,1,100.00%,68,100.00%,6,1,6,1
APPAREL_MEN,MEN_TRAIN_APP,M_FLEE_JP,1131951,22Q1,NIKE MENS YOGA DF FLC RESTORE PANT GREY,1,1,100.00%,68,33.60%,21,16,21,16
GAELIC,GAA_REPLICA,DUB_LW,1132522,22Q2C,O'Neills Vermont Hybrid FZ Top Navy,1,,0.00%,68,37.90%,41,22,41,22
SUPPORTS,SUPPORTS1,SUP_OTH,8000,CORE,LP Neoprene Ankle Support Blue,5,,0.00%,68,62.70%,47,7,9.4,1.4
SOCCER,SCR_CORE_PROD,SCR_SHORT,1096113,NOOS,Umbro Club Socer Kids Shorts Green,5,1,20.00%,68,60.20%,31,22,6.2,4.4
FOOTWEAR_GIRLS,KIDS_GIRLS_FW,KIDGIRLFW,1107228,P2201,Puma Carina L Kid Girls White,3,3,100.00%,68,15.50%,10,0,3.33,0
FOOTWEAR_BOYS,INF_BOYS_FW,INFBOYSFW,1123737,22Q1,Puma X-Ray Square Inf Boys Fw White/Grey,2,1,50.00%,68,33.30%,54,21,27,10.5
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_TRAX,1120451,21Q4,adidas PREDATOR FREAK .3 FG White,1,,0.00%,68,29.70%,1,0,1,0
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_TRAX,1120450,21Q4,adidas PREDATOR FREAK .3 L FG White,1,,0.00%,68,100.00%,6,0,6,0
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_TRAX,1117706,21Q3,Nike Phantom GT2 Academy DF FG/MG Black,1,,0.00%,68,32.80%,6,0,6,0
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_TRAX,1117628,P2201,adidas Predator Freak .3 L FG (low) Red,1,1,100.00%,68,29.90%,0,0,0,0
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_K_FBB,1117734,P2201,Nike Kids Superfly 8 Pro FG Green,1,1,100.00%,68,100.00%,0,0,0,0
RUGBY,RUGBY_REPLICA,CRUG_TK,1121394,21Q3,Nike Racing 92 21 Home Jersey Blue,1,1,100.00%,68,26.20%,6,1,6,1
RUGBY,RUGBY_REPLICA,CRUG_TK,1121395,21Q3,Nike Racing 92 21 Away Jersey Navy,1,1,100.00%,68,26.20%,4,3,4,3
SOCCER,SOCCER_REPLICA,SIRE_ACC,1113701,20Q4,FAI 21 Scarf Green,6,1,16.67%,68,40.00%,1370,902,228.33,150.33
SOCCER,SOCCER_REPLICA,LFC_TK,1114611,P2201,Nike Liverpool 21 Wmns Home Jersey Red,1,1,100.00%,68,26.20%,2,1,2,1
SOCCER,SOCCER_REPLICA,LFC_LW,1120241,P2201,Nike Liverpool 21 Strike Tee Grey,2,1,50.00%,68,32.80%,13,11,6.5,5.5
APPAREL_GIRLS,GIRL_TRAIN_APP,G_OH_HDD,1118576,P2201,TNF Girls Drew Peak Hoodie 2 Black,5,5,100.00%,67,-87.50%,12,9,2.4,1.8
AUTHENTIC_SPORT,AMERICAN_SPORTS,NFL_ACC,1118744,21Q4,New Era Giants NFL Bobble Beanie Blue,4,2,50.00%,67,5.20%,27,16,6.75,4
APPAREL_GIRLS,GIRL_TRAIN_APP,G_TIGHT,1123646,22Q1,adidas Girls AR 3S BTHIS T Black,2,,0.00%,67,46.30%,49,31,24.5,15.5
APPAREL_BOYS,BOYS_TRAIN_APP,B_FLE_JP,1123620,22Q1,adidas U CB FL Pant Black,2,,0.00%,67,51.20%,218,124,109,62
APPAREL_BOYS,BOYS_TRAIN_APP,B_TSUIT,1116791,P2201,Nike CR7 Kids DF Tracksuit Navy,2,2,100.00%,67,7.40%,8,0,4,0
FOOTWEAR_BOYS,KIDS_BOYS_FW,KIDBOYSFW,1098439,P2203,Nike Court Borough Low 2 Boys Fw Wheat,3,2,66.67%,67,22.70%,24,17,8,5.67
GAELIC,GAA_CORE_STOCK,GAA_TRAIN,1052538,CORE,Precision Boundary Poles,1,,0.00%,67,45.70%,9,0,9,0
GAELIC,GAA_REPLICA,DUB_LW,1121113,21Q4,O'Neills Dublin Harlem Wmns Legging Navy,2,,0.00%,67,6.80%,24,0,12,0
GAELIC,GAA_REPLICA,LIM_LW,1121089,21Q4,O'Neills Limerick Harlem Kd QZ Hybrid Ny,2,,0.00%,67,17.90%,5,0,2.5,0
GAELIC,GAA_REPLICA,KER_LW,1121270,21Q4,O'Neills Kerry Harlem Kids Tech Crew Grn,2,,0.00%,67,17.90%,25,13,12.5,6.5
GAELIC,GAA_REPLICA,KER_LW,1120840,21Q4,O'Neills Kerry Harlem Hybr Ski Pant Nav,2,,0.00%,67,11.10%,26,12,13,6
GAELIC,GAA_REPLICA,COR_LW,1120780,21Q4,O'Neills Cork Harlem Bobble Hat Navy,5,,0.00%,67,21.40%,8,0,1.6,0
GAELIC,GAA_REPLICA,SLG_LW,1119463,21Q4,O'Neills Sligo Harlem Hybrid Skin Pant B,2,1,50.00%,67,10.70%,1,0,0.5,0
GAELIC,GAA_REPLICA,WIC_LW,1119513,21Q4,O'Neills Wicklow Harlem Hybrid Skin Pant,2,2,100.00%,67,9.70%,3,2,1.5,1
GAELIC,GAA_REPLICA,WMT_LW,1121186,21Q4,O'Neills Westmeath Harlem Grl Brus QZ Ny,2,2,100.00%,67,35.70%,2,2,1,1
KEEPFIT,KEEP_FIT_ACC,KPFTTONER,1133062,22Q1,Phoenix Fitness Thigh Toner,6,3,50.00%,67,70.40%,192,157,32,26.17
BAG_CAP_SCARF,BAGS,BAG_M_BPK,1117593,21Q4,Jansport Crosstown Backpack Juniper,2,2,100.00%,67,40.00%,8,7,4,3.5
BAG_CAP_SCARF,BAGS,BAG_M_BPK,1126147,22Q2,adidas Tiro Backpack Navy/Black,2,,0.00%,67,53.80%,98,74,49,37
APPAREL_MEN,MEN_TRAIN_APP,M_TSUIT,1120049,P2203,Nike Swoosh Mens Spe Flc Tracksuit Green,1,1,100.00%,67,100.00%,6,1,6,1
RACKET_SPORT,TENNIS,TNS_ACC,1068851,CORE,Nike Swoosh Wristband Blk/Wht,8,1,12.50%,66,60.40%,415,349,51.88,43.63
RACKET_SPORT,TABLETENNIS,TBT_BAT,1125089,ESS,Stiga Evolve 1 Star Table Tennis Bat Mul,3,,0.00%,66,45.40%,109,17,36.33,5.67
SOCKS,SOCKS1,SOC_M_INL,1115096,ESS,Asics 3 Pack Mens Crew Socks Black,6,1,16.67%,66,57.40%,587,435,97.83,72.5
APPAREL_GIRLS,GIRL_TRAIN_APP,G_TSUIT,1120101,P2203,Nike Swoosh Girls Tricot Tracksuit Pink,2,2,100.00%,66,27.40%,14,6,7,3
BAG_CAP_SCARF,CAPS,CAP_M_CAP,1097105,NOOS,New Era 9Forty NY Yankees Black,3,,0.00%,66,51.10%,24,0,8,0
FOOTWEAR_BOYS,KIDS_BOYS_FW,KIDBOYSFW,1116278,21Q3,adidas Racer TR21 Kid Boys Fw Black,2,,0.00%,66,22.30%,82,0,41,0
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_BRA_TOP,1131928,22Q1,NIKE DF SWSH CB FUTURA GX BRA BLACK,2,,0.00%,66,43.60%,86,56,43,28
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_BRA_TOP,1123581,22Q1,PUMA Wmn Mid Impact Puma Strong Bra Bk,3,,0.00%,66,52.70%,58,37,19.33,12.33
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_BRA_TOP,1123582,22Q2,PUMA Wmn Mid Impact 4Keeps Bra Pink,3,,0.00%,66,58.10%,297,187,99,62.33
APPAREL_WOMEN,WOMEN_RUN_APP,ATH_W_SST,1124083,22Q1,adidas Women's OWN THE RUN Tee Navy,2,,0.00%,66,50.00%,71,41,35.5,20.5
SOCCER,SOCCER_REPLICA,LIMFC_LW,1122970,21Q4,Umbro Treaty Utd  Players Trn Jersey JR,2,,0.00%,66,43.80%,23,9,11.5,4.5
GAELIC,GAA_REPLICA,TIP_LW,1119800,21Q2,O'Neills Tipperary Training Jersey Black,2,,0.00%,66,6.40%,13,0,6.5,0
GAELIC,GAA_REPLICA,TIP_LW,1108601,20Q3,FOCO Tipperary Ultra Backpack,3,,0.00%,66,55.40%,25,4,8.33,1.33
GAELIC,GAA_REPLICA,LIM_TK,1119195,GAATK,O'Neills Limerick 21 Home Kids Short Wht,3,,0.00%,66,42.30%,8,1,2.67,0.33
OUTDOOR,OUTDOOR1,OUT_UMB,1127567,21Q4,"Umbrella 42"" Black 2 Fold Auto Open",5,,0.00%,66,72.80%,591,260,118.2,52
GOLF,GOLF_HARDWARE,GLF_GLOVE,1097472,ESS,Footjoy Weathersof MRH Glove White,5,,0.00%,66,45.60%,68,48,13.6,9.6
BAG_CAP_SCARF,BAGS,BAG_M_BPK,1117241,21Q3,UA Hustle Lite Backpack Red,4,,0.00%,66,4.90%,6,0,1.5,0
AUTHENTIC_SPORT,DARTS,DTS_ACC,1092525,NOOS,Harrows Twin Pack Aqua,24,,0.00%,66,49.20%,251,0,10.46,0
GOLF,GOLF_CLOTH,GLF_KWEAR,1117806,21Q3,Nike TF Victory QZ Top Black,1,,0.00%,65,47.00%,77,44,77,44
SWIM,SWIM_HARDWARE,SW_K_GOG,1092747,CORE,Speedo Sea Squad Design Goggles Blue,5,,0.00%,65,52.10%,70,0,14,0
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_TRAX,1123752,21Q3,Puma KING Hero FG Black,1,,0.00%,65,49.00%,28,14,28,14
RUGBY,RUGBY_REPLICA,IRUG_LW,1132136,22Q1,Tradcraft Panel Mens Swoosh Hoodie Black,1,,0.00%,65,52.30%,23,8,23,8
KEEPFIT,KEEP_FIT_ACC,KPFTRESAC,1122567,ESS,PTP Resistance System Multi,1,,0.00%,65,57.70%,390,319,390,319
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_1\/2_ZJ,1119174,21Q4,UA Wmns ColdGear Halfzip Black,2,1,50.00%,65,55.40%,45,13,22.5,6.5
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_OH_HDD,1123567,22Q1,PUMA Wmn Flawless PO Hoodie Black,1,,0.00%,65,52.60%,54,29,54,29
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_FLEE_JP,1124069,22Q1,adidas Women's FI 3B PantS Navy,1,1,100.00%,65,49.90%,15,15,15,15
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_FLEE_JP,1118392,P2203,TNF Wmns Explore Jogger Black,2,2,100.00%,65,17.60%,34,19,17,9.5
APPAREL_WOMEN,WOMEN_RUN_APP,ATH_W_VST,1123186,22Q1,Nike Wmns DFADV Run DVN ENG Tank Pink,1,,0.00%,65,49.60%,14,9,14,9
SOCCER,SOCCER_REPLICA,SIRE_LW,1118330,21Q3,Umbro FAI 21 Kids Graphic Trn Jersey Blk,2,,0.00%,65,41.70%,14,0,7,0
SOCCER,SOCCER_REPLICA,SIRE_LW,1113697,20Q4,Umbro FAI 21 Travel Hoody Grey,2,,0.00%,65,-0.80%,10,0,5,0
SOCCER,SOCCER_REPLICA,SLR_TK,1131345,21Q4,Joma Sligo Rovers Adults 3rd Jersey Blk,1,,0.00%,65,68.10%,60,35,60,35
SOCCER,SOCCER_REPLICA,SLR_TK,1124951,21Q4,Joma Sligo Rovers Home Jrsy Grada Red,1,1,100.00%,65,57.40%,8,3,8,3
SOCCER,SOCCER_REPLICA,SROCK_LW,1122917,21Q4,Umbro Shamrock Rovers MidLayer QZ Blk,1,,0.00%,65,44.70%,31,15,31,15
SOCCER,SOCCER_REPLICA,WFDF_LW,1122955,21Q4,Umbro Waterford 22 MidLayer QZ Blue,1,1,100.00%,65,44.70%,9,6,9,6
SOCCER,SOCCER_REPLICA,SHEL_LW,1122986,21Q4,Umbro Shelbourne 22 Midlayer QZ Navy,1,1,100.00%,65,44.70%,11,5,11,5
APPAREL_MEN,MEN_TRAIN_APP,TRAIN_HG,1116977,22Q1,UA Mens HG Rush 2.0 Leggings Black,1,1,100.00%,65,53.60%,49,44,49,44
APPAREL_GIRLS,GIRL_TRAIN_APP,G_FL_JP,1124753,22Q2,TNF GIRLS GRAPHIC LEGGINGS PINK,3,,0.00%,65,23.60%,69,43,23,14.33
KEEPFIT,KEEP_FIT_WEIGHT,KPFTBELLS,1119295,ESS,Rival Vinyl Coat Kettlebell 8kg Orange,2,,0.00%,65,49.10%,1151,1112,575.5,556
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_INL_TSH,1123103,22Q1,Nike Wmns DF Strike SS Top K Blue,2,,0.00%,65,46.80%,69,42,34.5,21
KEEPFIT,ATHLETICS_ACC,GAA_WBOTL,1108300,NOOS,ion8 Quench 1 Litre Water Bottle Blue,3,1,33.33%,65,50.20%,23,8,7.67,2.67
RUGBY,RUGBY_REPLICA,RIRE_LW,1118100,21Q3,Canterbury IRFU 21 Kids Track Jacket Grn,2,,0.00%,65,-5.60%,97,48,48.5,24
RUGBY,RUGBY_REPLICA,CON_ACC,1119437,21Q4,FOCO Connacht Mascot Puff Plush Green,6,,0.00%,64,55.30%,417,185,69.5,30.83
GAELIC,GAA_REPLICA,DUB_LW,1121015,21Q4,O'Neills Dublin Harlem Kids Tee Blue,4,,0.00%,64,6.70%,14,0,3.5,0
GAELIC,GAA_REPLICA,KIL_LW,1121248,21Q4,O'Neills Kilkenny Harlem Kids Tee Black,4,,0.00%,64,0.179104478,0,0,0,0
GAELIC,GAA_REPLICA,MAY_LW,1120886,21Q4,O'Neills Mayo Harlem Tee Black,3,2,66.67%,64,24.10%,10,7,3.33,2.33
GAELIC,GAA_REPLICA,WEX_LW,1120529,21Q4,O'Neills Wexford Harlem Kids Crew Ny,2,2,100.00%,64,23.00%,5,3,2.5,1.5
APPAREL_GIRLS,GIRL_TRAIN_APP,G_INL_TSH,1123289,22Q1,Nike Girls Swoosh Bra Blk,4,,0.00%,64,50.00%,58,28,14.5,7
APPAREL_GIRLS,GIRL_TRAIN_APP,JG_TSUIT,1116386,22Q2,Nike Girls Swoosh Tech Flc Set Jr Pink,1,,0.00%,64,48.00%,17,9,17,9
BAG_CAP_SCARF,WINTER,CAP_M_BRX,1119210,22Q4,UA Storm Beanie Black,5,5,100.00%,64,10.80%,20,4,4,0.8
SWIM,SWIM_HARDWARE,SW_ACC,1107786,CORE,Speedo Swim Ring 2-3yrs Orange,8,3,37.50%,64,52.00%,54,47,6.75,5.88
SWIM,SWIM_HARDWARE,SW_ARMBAN,81925001,CORE,Speedo Seasquad Jnr Roll Ups Orange 2-6y,8,,0.00%,64,48.00%,24,0,3,0
AUTHENTIC_SPORT,AMERICAN_SPORTS,US_BASKET,1116645,NOOS,Wilson NBA Pro Drip 7 Basketball Royal,2,2,100.00%,64,58.90%,8,0,4,0
AUTHENTIC_SPORT,AMERICAN_SPORTS,NFL_ACC,1111953,20Q4C,New Era NY Yankees 20 Bobble Beanie Blck,4,3,75.00%,64,-2.40%,240,191,60,47.75
AUTHENTIC_SPORT,AMERICAN_SPORTS,NFL_ACC,1111954,20Q4C,New Era Celtics 20 Bobble Knit Black,4,2,50.00%,64,-2.40%,59,30,14.75,7.5
AUTHENTIC_SPORT,AMERICAN_SPORTS,NFL_ACC,1118745,21Q4,New Era Seahawks NFL Bobble Beanie Blue,4,3,75.00%,64,-0.30%,29,15,7.25,3.75
AUTHENTIC_SPORT,AMERICAN_SPORTS,NFL_ACC,1118747,21Q4,New Era Chiefs NFL Bobble Beanie  Grey,4,1,25.00%,64,-0.40%,52,37,13,9.25
APPAREL_BOYS,BOYS_TRAIN_APP,JB_TSUIT,1116401,21Q3,Nike Boys Swoosh Jr Tech Flc Set Black,2,1,50.00%,64,-5.30%,5,2,2.5,1
RUGBY,RUGBY_REPLICA,RIRE_ACC,1120675,21Q3,Gilbert IRFU 20 Support Ball Size 5 Grn,4,1,25.00%,64,47.20%,101,38,25.25,9.5
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1115935,P2201,Asics Glideride 2 Womens Run Mist/Blue,1,1,100.00%,64,35.50%,0,0,0,0
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1111201,P21Q4,Asics Glideride 2 Sakura Wmns Fw White,1,,0.00%,64,100.00%,2,0,2,0
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1111198,P21Q4,Asics Gel-Excite 8 Womens Run Navy,2,1,50.00%,64,-12.10%,11,0,5.5,0
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSCTRFW,1114458,P21Q4,Nike Renew InSeason TR10 Prem Wmn Run Wh,2,2,100.00%,64,5.50%,0,0,0,0
KEEPFIT,ATHLETICS_ACC,GAA_WBOTL,1111908,NOOS,ion8 Tour 750ml Water Bottle White,4,,0.00%,64,49.30%,28,18,7,4.5
FOOTWEAR_MEN,MEN_PERF_FW,MENSRUNFW,1116339,21Q4,UA Charged Rogue 2.5 Storm Mens Fw Black,2,,0.00%,64,-67.20%,48,10,24,5
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_BRA_TOP,1123580,22Q1,PUMA Wmn Mid Impact Flawless Bra Pink,2,1,50.00%,64,40.80%,32,13,16,6.5
SOCCER,SCR_CORE_PROD,SCR_GLOVE,1124238,22Q1,Nike Goalkeeper Match Blue,3,1,33.33%,64,54.60%,140,112,46.67,37.33
APPAREL_MEN,MEN_TRAIN_APP,M_LS_TSH,1123506,22Q1,PUMA Men's Train Logo LS Tee Black,2,,0.00%,64,48.20%,275,167,137.5,83.5
GAELIC,GAA_REPLICA,MAY_LW,1125216,21Q3,O'Neills Mayo Womens Colorado QZ Top Nav,1,,0.00%,64,48.40%,6,0,6,0
GAELIC,GAA_REPLICA,MAY_LW,1125022,21Q3,O'Neills Mayo Colorado QZ Top Navy,1,,0.00%,64,48.40%,50,0,50,0
GAELIC,GAA_REPLICA,TIP_LW,1121899,22Q1C,O'Neills Tipperary Rowland Singlet Black,2,1,50.00%,64,49.10%,51,32,25.5,16
GAELIC,GAA_REPLICA,TIP_LW,1115343,21Q2C,O'Neills Tipperary Portland Singlet Blk,4,1,25.00%,64,-3.20%,20,5,5,1.25
GAELIC,GAA_REPLICA,DON_LW,1112249,ESS,FOCO Donegal Half Tone Mug Green,8,,0.00%,64,60.00%,204,154,25.5,19.25
AUTHENTIC_SPORT,AMERICAN_SPORTS,NFL_LW,1118926,21Q4,Nike Packers Track Jacket Green,1,,0.00%,64,26.20%,5,1,5,1
AUTHENTIC_SPORT,AMERICAN_SPORTS,NFL_LW,1118928,21Q4,Nike Patriots Track Jacket Blue,1,,0.00%,64,26.20%,8,5,8,5
AUTHENTIC_SPORT,AMERICAN_SPORTS,NFL_LW,1118501,21Q3,Nike Seahawks Therma PO Hoodie Navy,1,,0.00%,64,26.20%,3,1,3,1
AUTHENTIC_SPORT,AMERICAN_SPORTS,NFL_LW,1118531,21Q3,Nike Saints Therma PO Hoodie Black,1,1,100.00%,64,26.20%,2,0,2,0
AUTHENTIC_SPORT,AMERICAN_SPORTS,NFL_LW,1118561,21Q3,Nike Dolphins Therma PO Hoodie Green,1,,0.00%,64,100.00%,0,0,0,0
RUGBY,RUGBY_REPLICA,IRUG_TK,1118964,21Q4,Macron Italy 21 Home Jersey Blue,1,,0.00%,64,100.00%,9,0,9,0
GAELIC,GAA_REPLICA,WIC_LW,1120542,21Q4,O'Neills Wicklow Harlem Kids Skin Pant N,2,1,50.00%,64,15.90%,6,4,3,2
SOCKS,SOCKS1,ATH_M_SOC,1109355,20Q2,Sofsole No Show Sock 6 Pack Black,13,5,38.46%,64,43.70%,77,16,5.92,1.23
RACKET_SPORT,SQUASH,SQA_RKTS,1087739,20Q3,Wilson Impact Pro 500 Squash Rkt Blue/Wh,3,,0.00%,63,35.40%,32,0,10.67,0
AUTHENTIC_SPORT,AMERICAN_SPORTS,US_CLOTH,1117827,21Q3,Jordan M J Air Stretch SS Tee Blue,3,1,33.33%,63,18.00%,18,11,6,3.67
AUTHENTIC_SPORT,HANDBALL,HBL_BALL,17341001,NOOS,Challenger 1 Handball [Box of 2],4,,0.00%,63,46.80%,72,12,18,3
RUGBY,RUGBY_REPLICA,RIRE_TK,1118083,21Q3,Canterbury IRFU 21 Alt Match Short Black,3,,0.00%,63,5.50%,16,0,5.33,0
RUGBY,RUG_CORE_STOCK,RUG_SUP,1107584,19Q3,Canterbury Raze Headguard Kids Blk,2,1,50.00%,63,52.90%,27,0,13.5,0
KEEPFIT,KEEP_FIT_ACC,KPFTRESAC,1122580,ESS,PTP Powertube+ Medium Green,3,,0.00%,63,57.20%,147,72,49,24
SOCCER,SCR_CORE_PROD,SCR_BALL,1118376,21Q3,Puma EFL Ball Lemon,4,,0.00%,63,45.90%,36,0,9,0
GAELIC,GAA_REPLICA,TIP_LW,1132640,22Q2,O'Neills Tipp 22 Train PF Jersy Blu,1,1,100.00%,63,42.00%,41,41,41,41
GAELIC,GAA_REPLICA,KER_LW,1121301,21Q4,O'Neills Kerry Harlem Girl Brushed QZ Ny,2,,0.00%,63,17.90%,1,0,0.5,0
GAELIC,GAA_REPLICA,KIL_LW,1121202,21Q4,O'Neills Kilkenny Harlem Girl Brus QZ Ny,2,,0.00%,63,17.90%,13,9,6.5,4.5
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_BRA_TOP,1119961,P2203,Nike DF Swsh Icnclsh Bra Red,3,2,66.67%,63,14.90%,22,13,7.33,4.33
GAELIC,GAA_REPLICA,COR_LW,1121223,21Q4,O'Neills Cork Harlem Kids Jacket Navy,1,,0.00%,63,35.40%,23,2,23,2
BAG_CAP_SCARF,WINTER,CAP_K_BRX,1119678,21Q4,Nike Swoosh Beanie Set 2-7 year Blk,5,1,20.00%,63,22.40%,55,13,11,2.6
GOLF,GOLF_HARDWARE,GOLF_ACC,1120734,ESS,Masters Rainbow Practice Golf Ball Multi,9,,0.00%,62,61.00%,302,124,33.56,13.78
SOCKS,SOCKS1,SOC_M_INL,92294000,CORE,Puma 3PK Crew Sock White,10,4,40.00%,62,48.00%,93,14,9.3,1.4
RUGBY,RUGBY_REPLICA,RIRE_LW,1118147,P2201,Canterbury IRFU 21 Tribes Tee Kids Black,5,5,100.00%,62,9.00%,89,83,17.8,16.6
SOCCER,SOCCER_REPLICA,SIRE_LW,1118299,21Q3,Umbro FAI 21 Warm Up QZ Top  Black,1,,0.00%,62,40.50%,54,0,54,0
GAELIC,GAA_REPLICA,LIM_LW,1124637,21Q3,O'Neill's Limerick Loxton Crew Navy,1,,0.00%,62,51.20%,9,0,9,0
GAELIC,GAA_REPLICA,CLA_LW,1121258,21Q4,O'Neills Clare Harlem Kid Hybr Hoodie Nv,2,1,50.00%,62,51.20%,3,3,1.5,1.5
APPAREL_GIRLS,GIRL_TRAIN_APP,G_FL_JP,1118388,P2201,TNF Girls Big Logo Legging Grey,9,8,88.89%,62,-72.20%,25,17,2.78,1.89
GOLF,GOLF_HARDWARE,GOLF_ACC,1122748,ESS,Masters Pride PTS 2 3/4in TeeBag 100 Yw,7,,0.00%,62,56.70%,125,0,17.86,0
GAELIC,GAA_CORE_STOCK,GAA_KST,1112851,CORE,O'Neills Mourne Kids Short Navy/Pink,4,1,25.00%,62,46.40%,17,8,4.25,2
RUGBY,RUGBY_REPLICA,ULS_TK,1122638,21Q3,Kukri Ulster 21 Replica Hm Kid Jersey Wh,1,,0.00%,61,16.90%,34,27,34,27
FOOTWEAR_BOYS,JNR_BOYS_FW,JNRBOYSFW,1117006,P2201,Puma Graviton AC Jnr Boys Fw Black,5,5,100.00%,61,-53.70%,0,0,0,0
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1114468,P21Q4,Nike React Infinity Rn Fnit 2 Wmn Silver,1,1,100.00%,61,32.00%,1,0,1,0
APPAREL_BOYS,BOYS_TRAIN_APP,B_INL_TSH,1116787,P2201,Nike Boys Swoosh Tee Air FA21 Black,7,7,100.00%,61,3.50%,6,2,0.86,0.29
GAELIC,GAA_REPLICA,KIL_LW,1121198,21Q4,O'Neills Kilkenny Harlem Wmn Brush QZ Ny,2,1,50.00%,61,-63.50%,11,1,5.5,0.5
APPAREL_BOYS,BOYS_TRAIN_APP,B_INL_JKT,1120127,21Q4,Nike Boys Crossover Jacket Grey,2,,0.00%,61,-0.10%,12,0,6,0
GAELIC,GAA_REPLICA,MTH_TK,1132191,GAATK,O'Neills Meath 22 Home Midi Sock Grn,5,4,80.00%,60,43.30%,31,23,6.2,4.6
GAELIC,GAA_REPLICA,DUB_LW,1120863,21Q4,O'Neills Dublin Harlem Tee Navy,3,1,33.33%,60,5.40%,18,11,6,3.67
GAELIC,GAA_REPLICA,TIP_LW,1121149,21Q4,O'Neills Tipperary Harlem Wmns Tee Navy,3,,0.00%,60,17.90%,4,0,1.33,0
GAELIC,GAA_REPLICA,GAL_LW,1120905,21Q4,O'Neills Galway Harlem Tee Navy,3,,0.00%,60,17.90%,3,0,1,0
GAELIC,GAA_REPLICA,CAR_LW,1119515,21Q4,O'Neills Carlow Harlem Tee Bottle,3,,0.00%,60,17.90%,16,9,5.33,3
RACKET_SPORT,TENNIS,TNS_ACC,1093393,CORE,Wilson Pro Overgrip 3 Pack White,6,,0.00%,60,51.80%,76,35,12.67,5.83
SOCKS,SOCKS1,MEN_BOXER,1129782,22Q1,Adidas Micro Mesh Trunk 2 Pack Multi,2,,0.00%,60,50.00%,20,10,10,5
BAG_CAP_SCARF,WINTER,CAP_M_BRX,1120410,22Q4,Nike Jordan Beanie Utility Metal Grey,4,,0.00%,60,1.70%,30,0,7.5,0
SWIM,SWIM_HARDWARE,SW_ARMBAN,1105968,CORE,Speedo Koala Printed Armbands 2-6y Pink,6,,0.00%,60,51.80%,3,0,0.5,0
AUTHENTIC_SPORT,AMERICAN_SPORTS,US_ACC,1116708,NOOS,Wilson NBA Mini Hoop Boston Celtics Grn,2,,0.00%,60,60.70%,100,62,50,31
AUTHENTIC_SPORT,AMERICAN_SPORTS,US_CLOTH,1117825,21Q4,Jordan M J DF Air Dry GFX Tee Red,2,,0.00%,60,50.90%,24,15,12,7.5
AUTHENTIC_SPORT,AMERICAN_SPORTS,NBA_LW,1118172,21Q3,Nike Lakers Spotlight Pant Black,1,,0.00%,60,46.00%,11,5,11,5
AUTHENTIC_SPORT,AMERICAN_SPORTS,US_FOOT,1092653,ESS,Wilson NFL 32 Team Logo Ball Brown,2,,0.00%,60,52.70%,11,3,5.5,1.5
AUTHENTIC_SPORT,DARTS,DTS_BOARD,1124091,NOOS,Harrows Ireland Dartboard Set,1,,0.00%,60,65.80%,1793,1412,1793,1412
AUTHENTIC_SPORT,HOCKEY,HKY_STICK,1108540,21Q3,Grays GX1000 Ultrabow Fluo Pink,1,,0.00%,60,36.40%,17,1,17,1
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_TRAX,1120166,21Q4,Nike Mercurial Vapor 14 Academy FG/MG Bl,1,1,100.00%,60,100.00%,3,0,3,0
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_K_FBB,1120456,P2201,adidas X SPEEDFLOW.3 LL FG Kids White,1,,0.00%,60,48.60%,14,9,14,9
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_K_FBB,1117729,P2201,Nike Kids Mercurial Superfly 8 AD MG Blk,1,1,100.00%,60,50.60%,33,21,33,21
